inputId,Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,_Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,good_3_bad_2_customer,groups
471,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
472,A14,16,A31,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
473,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
474,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A151,2,A173,1,1,A201,1,0
475,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
476,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
477,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
478,A14,17,A31,A49,250,A63,A74,2,A93,A101,3,A122,0,A143,A152,2,A174,2,1,A201,1,0
479,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
480,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
481,A14,16,A34,A49,250,A63,A75,2,A91,A101,3,A123,0,A143,A151,2,A174,1,1,A201,1,0
482,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
483,A14,11,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
484,A14,19,A32,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
485,A14,20,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
486,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
487,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
488,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A174,1,1,A201,1,0
489,A14,21,A32,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
490,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
491,A14,16,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
492,A14,17,A31,A49,250,A63,A74,2,A93,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
493,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
494,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
495,A14,18,A34,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
496,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
497,A14,18,A31,A49,250,A63,A74,2,A93,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
498,A14,16,A31,A49,250,A63,A75,2,A94,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
499,A14,12,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,2,1,A201,1,1
500,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
501,A14,12,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
502,A14,17,A31,A49,250,A63,A75,2,A93,A101,2,A122,1,A143,A152,2,A173,1,1,A201,1,1
503,A14,20,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
504,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
505,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
506,A14,17,A32,A49,250,A63,A75,2,A91,A101,3,A122,0,A143,A151,2,A174,1,1,A201,1,0
507,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
508,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
509,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
510,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A151,2,A174,1,1,A201,1,1
511,A14,11,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
512,A14,13,A31,A49,250,A63,A74,3,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
513,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
514,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
515,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
516,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
517,A14,20,A31,A49,250,A63,A74,2,A93,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
518,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
519,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
520,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
521,A14,14,A31,A49,250,A63,A74,3,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
522,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
523,A14,11,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A151,2,A174,1,1,A201,1,0
524,A14,15,A31,A49,250,A63,A74,2,A93,A101,3,A123,0,A143,A151,2,A174,1,1,A201,1,0
525,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
526,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
527,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
528,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A174,2,1,A201,1,1
529,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
530,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
531,A14,13,A31,A49,250,A63,A75,2,A93,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
532,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,1,A174,1,1,A201,1,1
533,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
534,A14,20,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
535,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
536,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
537,A14,16,A32,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
538,A14,12,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
539,A14,14,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
540,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
541,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,1,A174,2,1,A201,1,1
542,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
543,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
544,A14,16,A31,A49,250,A63,A74,2,A92,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
545,A14,13,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
546,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
547,A14,21,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A151,1,A173,2,1,A201,1,1
548,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
549,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
550,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
551,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
552,A14,12,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
553,A14,10,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
554,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
555,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
556,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A151,2,A173,1,1,A201,1,1
557,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
558,A14,19,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
559,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
560,A14,24,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
561,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
562,A14,13,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
563,A14,16,A32,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
564,A14,18,A31,A49,250,A63,A74,2,A93,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
565,A14,20,A32,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
566,A14,15,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A151,2,A174,2,1,A201,1,1
567,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
568,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
569,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
570,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,2,1,A201,1,0
571,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
572,A14,13,A34,A49,250,A63,A74,2,A94,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
573,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
574,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
575,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
576,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
577,A14,12,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
578,A14,18,A31,A49,250,A63,A74,2,A93,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
579,A14,12,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
580,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
581,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
582,A14,14,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
583,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
584,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
585,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
586,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
587,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A141,A152,2,A174,1,1,A201,1,1
588,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,2,1,A201,1,1
589,A14,19,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
590,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
591,A14,17,A32,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
592,A14,17,A31,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
593,A14,19,A32,A49,250,A63,A75,2,A94,A101,3,A123,1,A141,A151,2,A173,1,1,A201,1,1
594,A14,14,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
595,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A152,2,A174,2,1,A201,1,1
596,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A152,2,A173,2,1,A201,1,1
597,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,1,A174,2,1,A201,1,1
598,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
599,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
600,A14,19,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
601,A14,16,A31,A49,250,A63,A75,2,A94,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
602,A14,23,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,1,A173,2,1,A201,1,1
603,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
604,A14,18,A32,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
605,A14,15,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
606,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
607,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,1,1,A201,1,0
608,A14,14,A34,A49,250,A61,A74,2,A91,A101,3,A123,0,A143,A151,2,A174,2,1,A201,1,0
609,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
610,A14,15,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
611,A14,15,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
612,A14,15,A31,A49,250,A63,A75,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
613,A14,18,A34,A49,250,A62,A74,2,A91,A101,3,A122,1,A143,A152,2,A174,2,1,A201,1,1
614,A14,12,A34,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,1,1,A201,1,1
615,A14,22,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,1,1,A201,1,0
616,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
617,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
618,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
619,A14,19,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
620,A14,17,A34,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
621,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
622,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A122,0,A143,A152,2,A173,1,1,A201,1,0
623,A14,17,A31,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
624,A14,9,A34,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
625,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
626,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
627,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
628,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
629,A14,23,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
630,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
631,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
632,A14,14,A34,A49,250,A63,A74,2,A93,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
633,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
634,A14,13,A31,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
635,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
636,A14,15,A31,A49,250,A63,A74,3,A94,A101,3,A123,1,A141,A151,2,A173,2,1,A201,1,1
637,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,2,1,A201,1,1
638,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
639,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
640,A14,21,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
641,A14,17,A32,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A151,2,A173,1,1,A201,1,1
642,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
643,A14,14,A34,A49,250,A63,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
644,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
645,A14,18,A31,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A152,1,A173,1,1,A201,1,1
646,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
647,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A122,1,A141,A152,2,A173,1,1,A201,1,1
648,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
649,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
650,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
651,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
652,A14,19,A32,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A173,2,1,A201,1,0
653,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A174,1,1,A201,1,1
654,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A122,1,A143,A151,2,A173,2,1,A201,1,1
655,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
656,A14,18,A32,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
657,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
658,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
659,A14,19,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
660,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
661,A14,14,A34,A49,250,A61,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
662,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
663,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
664,A14,16,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
665,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
666,A14,16,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
667,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
668,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A151,2,A174,1,1,A201,1,1
669,A14,19,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
670,A14,15,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
671,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,1,A174,1,1,A201,1,1
672,A14,18,A32,A49,250,A63,A74,2,A94,A101,3,A123,0,A141,A152,2,A173,1,1,A201,1,0
673,A14,12,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
674,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
675,A14,18,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
676,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
677,A14,20,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
678,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A141,A152,2,A174,2,1,A201,1,0
679,A14,17,A31,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,2,1,A201,1,1
680,A14,13,A34,A49,250,A63,A75,2,A91,A101,3,A122,1,A143,A152,2,A174,1,1,A201,1,1
681,A14,15,A31,A49,250,A63,A75,2,A93,A101,3,A122,1,A141,A152,2,A173,1,1,A201,1,1
682,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
683,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,1,1,A201,1,1
684,A14,12,A34,A49,250,A62,A72,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
685,A14,11,A34,A49,250,A63,A75,2,A91,A101,2,A122,1,A143,A152,2,A173,1,1,A201,1,1
686,A14,18,A31,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A152,2,A173,1,1,A201,1,1
687,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
688,A14,18,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
689,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
690,A14,17,A32,A49,250,A63,A75,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
691,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A141,A152,2,A173,1,1,A201,1,1
692,A14,16,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
693,A14,21,A31,A49,250,A61,A74,2,A93,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
694,A14,14,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A174,2,1,A201,1,1
695,A14,17,A31,A49,250,A63,A74,3,A94,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
696,A14,16,A31,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,2,1,A201,1,1
697,A14,14,A34,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
698,A14,11,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A151,2,A174,2,1,A201,1,1
699,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A122,1,A143,A151,2,A173,1,1,A201,1,1
700,A14,16,A34,A49,250,A61,A74,2,A94,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
701,A14,17,A34,A49,250,A62,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,1,1,A201,1,0
702,A14,20,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A141,A152,2,A174,1,1,A201,1,1
703,A14,17,A34,A49,250,A63,A74,2,A91,A101,3,A122,0,A143,A152,2,A173,2,1,A201,1,0
704,A14,17,A32,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
705,A14,17,A34,A49,250,A63,A74,2,A94,A101,3,A123,1,A143,A151,2,A173,1,1,A201,1,1
706,A14,15,A34,A49,250,A63,A74,2,A91,A101,3,A123,1,A143,A152,2,A173,1,1,A201,1,1
707,A14,17,A31,A49,250,A63,A74,2,A91,A101,3,A123,0,A143,A152,2,A174,2,1,A201,1,0
