inputId,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
9062,9.0,8.0,40.0,3.4,1.01,0.64,1.0,4.0,0.0,1.0,3.0,1.0
9063,2.0,1.0,30.0,2.3,-0.95,-1.38,1.0,1.0,0.0,0.0,5.0,0.0
9064,4.0,3.0,31.0,3.2,-0.31,-0.76,1.0,3.0,0.0,1.0,2.0,0.0
9065,2.0,1.0,33.0,2.9,-0.96,-1.49,1.0,5.0,1.0,1.0,2.0,1.0
9066,3.0,2.0,36.0,3.0,-0.54,-1.02,1.0,3.0,1.0,1.0,4.0,1.0
9067,6.0,4.0,39.0,3.7,0.13,-0.3,1.0,3.0,1.0,1.0,4.0,0.0
9068,10.0,9.0,40.0,3.3,1.31,1.2,2.0,4.0,1.0,1.0,5.0,1.0
9069,1.0,1.0,37.0,3.0,-1.15,-1.86,1.0,4.0,1.0,1.0,4.0,1.0
9070,3.0,3.0,41.0,2.6,-0.69,-0.73,1.0,3.0,1.0,1.0,3.0,1.0
9071,2.0,4.0,34.0,3.3,-1.03,-0.53,1.0,2.0,0.0,1.0,4.0,1.0
9072,1.0,2.0,38.0,3.6,-1.26,-1.09,1.0,2.0,1.0,1.0,3.0,1.0
9073,10.0,10.0,35.0,3.3,1.34,1.46,1.0,4.0,1.0,1.0,3.0,1.0
9074,10.0,10.0,48.0,3.6,2.76,3.12,1.0,3.0,1.0,1.0,5.0,1.0
9075,1.0,2.0,38.0,2.1,-1.3,-1.08,1.0,3.0,1.0,1.0,3.0,1.0
9076,3.0,5.0,35.0,3.1,-0.52,-0.05,1.0,2.0,1.0,1.0,3.0,1.0
9077,10.0,10.0,47.0,3.4,1.92,1.46,1.0,2.0,1.0,1.0,5.0,1.0
9078,2.0,1.0,33.0,2.7,-1.1,-1.58,1.0,5.0,0.0,1.0,6.0,1.0
9079,4.0,4.0,37.0,3.8,-0.31,-0.48,1.0,4.0,0.0,1.0,6.0,1.0
9080,10.0,10.0,43.0,3.2,1.68,1.9,1.0,4.0,0.0,1.0,5.0,1.0
9081,7.0,6.0,38.0,3.9,0.46,0.11,1.0,4.0,0.0,1.0,4.0,1.0
9082,9.0,7.0,23.0,2.8,1.0,0.48,1.0,3.0,1.0,0.0,1.0,1.0
9083,4.0,4.0,44.0,3.0,-0.27,-0.5,1.0,5.0,0.0,1.0,3.0,1.0
9084,8.0,10.0,41.0,3.5,0.83,1.38,1.0,4.0,0.0,1.0,3.0,1.0
9085,8.0,7.0,37.0,3.0,0.76,0.25,2.0,4.0,0.0,1.0,2.0,0.0
9086,8.0,9.0,29.0,2.8,0.81,1.37,1.0,2.0,0.0,0.0,1.0,1.0
9087,7.0,6.0,32.0,3.7,0.38,0.26,1.0,3.0,0.0,1.0,4.0,1.0
9088,5.0,5.0,34.0,3.5,0.05,-0.05,1.0,3.0,1.0,1.0,3.0,1.0
9089,10.0,10.0,48.0,3.8,1.76,1.94,1.0,4.0,1.0,1.0,5.0,1.0
9090,9.0,9.0,33.0,3.4,0.91,1.2,1.0,4.0,0.0,1.0,2.0,1.0
9091,1.0,3.0,28.0,3.6,-1.59,-0.6,1.0,5.0,0.0,1.0,3.0,1.0
9092,1.0,1.0,29.0,3.0,-1.13,-1.75,1.0,4.0,0.0,1.0,3.0,1.0
9093,10.0,10.0,36.0,4.0,2.12,2.52,1.0,4.0,0.0,1.0,2.0,1.0
9094,4.0,3.0,36.0,3.2,-0.42,-0.57,1.0,4.0,1.0,1.0,3.0,0.0
9095,1.0,2.0,35.0,2.8,-1.79,-0.89,2.0,4.0,1.0,1.0,5.0,0.0
9096,5.0,7.0,37.0,3.8,-0.02,0.27,1.0,4.0,1.0,1.0,5.0,1.0
9097,8.0,8.0,31.0,2.9,0.59,0.73,1.0,5.0,0.0,1.0,2.0,1.0
9098,10.0,10.0,42.0,3.1,2.08,2.12,1.0,4.0,1.0,1.0,3.0,1.0
9099,7.0,6.0,40.0,3.5,0.54,0.08,1.0,3.0,1.0,1.0,3.0,1.0
9100,2.0,1.0,37.5,3.0,-0.95,-1.51,2.0,3.0,1.0,1.0,5.0,0.0
9101,7.0,4.0,28.0,3.7,0.38,-0.49,1.0,4.0,0.0,1.0,5.0,0.0
9102,2.0,1.0,21.0,2.9,-0.84,-1.51,1.0,3.0,0.0,0.0,1.0,0.0
9103,8.0,6.0,44.0,3.3,0.71,0.25,1.0,2.0,0.0,1.0,4.0,1.0
9104,5.0,6.0,40.0,3.0,-0.02,0.23,1.0,3.0,1.0,1.0,5.0,1.0
9105,4.0,4.0,35.0,3.7,-0.37,-0.27,1.0,3.0,1.0,1.0,4.0,1.0
9106,1.0,1.0,32.0,2.9,-1.58,-1.66,2.0,3.0,1.0,0.0,3.0,1.0
9107,8.0,9.0,42.0,3.9,0.78,1.09,1.0,4.0,1.0,1.0,3.0,1.0
9108,8.0,8.0,41.0,2.6,0.72,0.84,1.0,2.0,0.0,1.0,3.0,1.0
9109,6.0,3.0,32.5,3.6,0.24,-0.64,1.0,4.0,1.0,1.0,3.0,1.0
9110,5.0,6.0,41.0,3.5,-0.17,0.05,1.0,2.0,0.0,1.0,3.0,1.0
9111,2.0,3.0,36.0,3.1,-0.81,-0.63,1.0,4.0,0.0,1.0,2.0,1.0
9112,8.0,9.0,44.0,3.0,0.75,0.91,1.0,5.0,1.0,1.0,3.0,1.0
9113,4.0,5.0,37.0,3.4,-0.34,-0.07,1.0,3.0,1.0,1.0,4.0,1.0
9114,1.0,1.0,41.0,3.8,-1.36,-1.48,1.0,4.0,1.0,1.0,6.0,1.0
9115,10.0,8.0,39.0,3.4,1.77,0.74,1.0,4.0,1.0,1.0,3.0,1.0
9116,7.0,6.0,33.0,3.5,0.32,0.23,1.0,4.0,0.0,1.0,3.0,1.0
9117,10.0,10.0,45.0,3.9,1.58,1.86,1.0,4.0,0.0,1.0,5.0,1.0
9118,6.0,8.0,40.0,3.0,0.27,0.69,1.0,3.0,0.0,1.0,4.0,1.0
9119,4.0,4.0,42.0,3.6,-0.19,-0.49,1.0,4.0,1.0,1.0,4.0,1.0
9120,8.0,9.0,37.0,3.3,0.78,1.26,1.0,4.0,1.0,1.0,3.0,1.0
9121,3.0,4.0,35.0,2.8,-0.65,-0.35,1.0,3.0,1.0,1.0,3.0,1.0
9122,4.0,5.0,35.0,3.7,-0.25,-0.28,1.0,3.0,0.0,1.0,3.0,1.0
9123,1.0,1.0,33.5,2.6,-1.45,-1.67,1.0,3.0,1.0,1.0,3.0,0.0
9124,8.0,8.0,43.0,3.0,0.83,0.62,1.0,2.0,1.0,1.0,3.0,1.0
9125,1.0,1.0,39.0,3.5,-1.43,-1.46,1.0,3.0,1.0,1.0,4.0,1.0
9126,4.0,4.0,43.0,3.2,-0.22,-0.51,1.0,4.0,0.0,1.0,5.0,1.0
9127,10.0,10.0,39.0,2.9,2.03,2.17,1.0,4.0,1.0,1.0,3.0,1.0
9128,6.0,9.0,38.0,3.5,0.13,1.15,2.0,3.0,0.0,1.0,2.0,1.0
9129,8.0,7.0,35.0,3.5,0.7,0.55,1.0,3.0,1.0,1.0,4.0,1.0
9130,2.0,2.0,37.0,3.5,-0.7,-0.91,1.0,2.0,1.0,1.0,3.0,1.0
9131,10.0,10.0,40.0,3.9,2.21,2.38,1.0,4.0,0.0,1.0,6.0,1.0
9132,4.0,3.0,31.0,3.2,-0.2,-0.63,2.0,3.0,1.0,1.0,3.0,0.0
9133,5.0,6.0,43.0,2.4,-0.04,0.28,1.0,3.0,1.0,1.0,4.0,1.0
9134,5.0,4.0,36.0,2.9,-0.06,-0.41,1.0,4.0,0.0,1.0,5.0,1.0
9135,7.0,7.0,40.0,3.1,0.39,0.43,1.0,4.0,0.0,1.0,3.0,1.0
9136,9.0,9.0,46.0,3.8,0.89,1.13,1.0,3.0,1.0,1.0,5.0,1.0
9137,8.0,5.0,43.0,3.7,0.8,-0.05,1.0,3.0,1.0,1.0,5.0,1.0
9138,7.0,8.0,45.0,3.6,0.55,0.59,1.0,4.0,1.0,1.0,4.0,1.0
9139,1.0,1.0,28.0,2.9,-1.25,-1.65,1.0,3.0,0.0,0.0,3.0,0.0
9140,7.0,6.0,43.0,3.5,0.61,0.07,1.0,5.0,1.0,1.0,4.0,1.0
9141,3.0,4.0,46.0,3.2,-0.72,-0.3,1.0,4.0,1.0,1.0,5.0,1.0
9142,2.0,1.0,27.5,2.9,-0.96,-1.62,1.0,3.0,0.0,0.0,4.0,1.0
9143,7.0,3.0,33.0,3.2,0.35,-0.73,1.0,4.0,0.0,1.0,3.0,1.0
9144,9.0,8.0,37.0,3.6,0.9,0.68,1.0,3.0,1.0,1.0,3.0,1.0
9145,10.0,10.0,47.0,3.2,2.07,2.87,1.0,4.0,1.0,1.0,6.0,1.0
9146,10.0,10.0,28.0,3.1,2.23,2.18,1.0,3.0,0.0,0.0,1.0,1.0
9147,4.0,5.0,40.0,2.9,-0.26,-0.1,1.0,4.0,1.0,1.0,4.0,1.0
9148,2.0,2.0,30.5,3.3,-0.83,-1.09,1.0,3.0,0.0,1.0,2.0,0.0
9149,6.0,7.0,46.0,3.3,0.2,0.43,1.0,3.0,0.0,1.0,4.0,1.0
9150,2.0,5.0,43.0,3.8,-1.1,-0.2,1.0,4.0,0.0,1.0,5.0,1.0
9151,7.0,7.0,40.0,3.6,0.61,0.46,1.0,3.0,1.0,1.0,4.0,1.0
9152,4.0,3.0,42.0,3.8,-0.22,-0.79,1.0,3.0,0.0,1.0,2.0,1.0
9153,4.0,2.0,35.0,3.9,-0.36,-1.13,1.0,2.0,1.0,1.0,2.0,1.0
9154,6.0,7.0,43.0,3.3,0.21,0.45,1.0,5.0,1.0,1.0,4.0,1.0
9155,2.0,3.0,40.0,3.0,-0.82,-0.73,1.0,3.0,0.0,0.0,3.0,1.0
9156,4.0,5.0,42.0,3.6,-0.22,-0.2,1.0,4.0,0.0,1.0,6.0,1.0
9157,6.0,6.0,33.0,3.2,0.27,0.23,1.0,4.0,1.0,1.0,3.0,1.0
9158,8.0,9.0,28.0,3.2,0.74,0.92,1.0,4.0,1.0,1.0,2.0,1.0
9159,6.0,6.0,43.0,3.3,0.19,0.04,1.0,4.0,1.0,1.0,5.0,1.0
9160,10.0,9.0,36.0,4.0,1.88,1.13,1.0,4.0,0.0,1.0,4.0,1.0
9161,6.0,6.0,36.0,3.5,0.2,0.04,1.0,3.0,0.0,1.0,5.0,1.0
9162,7.0,5.0,38.0,3.5,0.46,-0.18,2.0,3.0,0.0,1.0,4.0,1.0
9163,1.0,1.0,29.0,3.0,-1.59,-1.49,1.0,5.0,0.0,1.0,3.0,0.0
9164,1.0,1.0,36.0,2.4,-1.25,-1.65,1.0,5.0,0.0,1.0,3.0,1.0
9165,8.0,5.0,34.0,3.0,0.6,-0.14,1.0,4.0,0.0,1.0,3.0,1.0
9166,8.0,7.0,41.0,3.6,0.75,0.52,1.0,2.0,0.0,1.0,4.0,1.0
9167,2.0,4.0,40.0,3.9,-1.08,-0.39,1.0,4.0,0.0,1.0,5.0,1.0
9168,8.0,9.0,37.5,3.0,0.81,0.91,1.0,3.0,0.0,1.0,3.0,1.0
9169,3.0,3.0,35.0,2.2,-0.65,-0.83,1.0,3.0,1.0,1.0,2.0,0.0
9170,8.0,6.0,47.0,3.7,0.64,0.19,1.0,3.0,1.0,1.0,4.0,1.0
9171,8.0,9.0,42.0,3.0,0.72,1.19,1.0,4.0,1.0,1.0,4.0,1.0
9172,1.0,2.0,31.5,3.0,-1.5,-1.09,1.0,2.0,0.0,1.0,2.0,1.0
9173,7.0,8.0,33.0,4.0,0.58,0.72,1.0,3.0,0.0,1.0,4.0,1.0
9174,1.0,1.0,33.0,2.4,-1.56,-2.25,1.0,2.0,1.0,0.0,3.0,0.0
9175,7.0,8.0,35.0,2.7,0.39,0.71,1.0,3.0,1.0,1.0,5.0,1.0
9176,10.0,10.0,44.0,3.6,1.53,1.64,1.0,5.0,0.0,1.0,5.0,1.0
9177,9.0,8.0,41.0,3.2,0.92,0.87,1.0,4.0,0.0,1.0,4.0,1.0
9178,9.0,6.0,31.0,3.4,0.97,0.02,2.0,3.0,0.0,1.0,2.0,1.0
9179,10.0,10.0,39.0,3.0,2.32,2.68,2.0,4.0,0.0,1.0,3.0,1.0
9180,9.0,9.0,41.0,3.2,1.04,1.2,1.0,3.0,0.0,1.0,5.0,1.0
9181,7.0,7.0,35.0,3.0,0.35,0.31,1.0,3.0,1.0,1.0,2.0,1.0
9182,7.0,6.0,36.0,3.1,0.51,0.01,1.0,4.0,1.0,1.0,3.0,1.0
9183,7.0,6.0,38.0,3.6,0.35,0.09,1.0,3.0,0.0,1.0,3.0,1.0
9184,3.0,4.0,34.0,3.1,-0.6,-0.45,1.0,3.0,1.0,1.0,3.0,1.0
9185,4.0,6.0,43.0,3.3,-0.34,0.13,1.0,4.0,1.0,1.0,4.0,1.0
9186,8.0,9.0,41.0,3.5,0.81,0.95,1.0,3.0,0.0,1.0,4.0,1.0
9187,10.0,4.0,32.5,2.6,1.29,-0.37,1.0,3.0,0.0,1.0,5.0,1.0
9188,10.0,4.0,46.0,2.2,2.72,-0.36,1.0,4.0,1.0,1.0,6.0,1.0
9189,7.0,8.0,39.0,3.4,0.56,0.56,1.0,3.0,0.0,1.0,4.0,1.0
9190,9.0,8.0,36.0,3.2,1.08,0.7,1.0,2.0,0.0,1.0,4.0,1.0
9191,10.0,10.0,42.0,3.3,1.59,1.67,1.0,5.0,1.0,1.0,4.0,1.0
9192,10.0,8.0,39.0,3.8,1.4,0.59,1.0,3.0,1.0,1.0,4.0,1.0
9193,8.0,7.0,37.0,2.8,0.59,0.35,1.0,3.0,1.0,1.0,3.0,1.0
9194,10.0,10.0,30.5,3.3,1.76,2.18,1.0,3.0,0.0,1.0,2.0,1.0
9195,4.0,3.0,40.0,3.3,-0.24,-0.58,1.0,4.0,1.0,1.0,3.0,1.0
9196,3.0,2.0,35.0,3.0,-0.61,-1.01,1.0,3.0,1.0,1.0,3.0,1.0
9197,7.0,8.0,36.0,1.8,0.41,0.8,2.0,3.0,1.0,0.0,3.0,1.0
9198,3.0,5.0,37.0,2.6,-0.57,-0.17,1.0,2.0,0.0,1.0,3.0,1.0
9199,8.0,6.0,38.0,3.7,0.57,0.07,1.0,3.0,0.0,1.0,5.0,1.0
9200,3.0,3.0,43.0,3.4,-0.61,-0.68,1.0,5.0,1.0,1.0,6.0,1.0
9201,2.0,2.0,30.0,3.0,-0.79,-1.06,1.0,3.0,1.0,1.0,2.0,1.0
9202,3.0,2.0,41.0,3.0,-0.73,-0.92,1.0,3.0,0.0,1.0,5.0,0.0
9203,7.0,8.0,35.0,3.4,0.53,0.59,1.0,3.0,1.0,1.0,4.0,1.0
9204,2.0,4.0,39.0,2.9,-0.84,-0.48,1.0,4.0,0.0,1.0,3.0,1.0
9205,5.0,5.0,41.0,3.3,0.05,-0.16,1.0,3.0,1.0,1.0,3.0,1.0
9206,5.0,6.0,47.0,3.4,-0.09,0.26,1.0,1.0,0.0,1.0,6.0,1.0
9207,7.0,6.0,47.0,3.6,0.37,0.1,1.0,3.0,1.0,1.0,6.0,1.0
9208,2.0,4.0,35.0,3.6,-0.73,-0.39,2.0,3.0,1.0,1.0,3.0,1.0
9209,3.0,2.0,38.5,3.0,-0.73,-0.99,1.0,5.0,0.0,1.0,4.0,1.0
9210,4.0,7.0,36.0,3.0,-0.18,0.28,2.0,4.0,0.0,1.0,3.0,1.0
9211,10.0,10.0,42.0,3.5,2.22,2.41,1.0,4.0,1.0,1.0,5.0,1.0
9212,3.0,4.0,29.0,3.3,-0.44,-0.31,1.0,4.0,0.0,1.0,3.0,1.0
9213,3.0,3.0,37.0,3.1,-0.67,-0.57,1.0,3.0,1.0,1.0,4.0,1.0
9214,8.0,6.0,36.0,3.1,0.74,0.17,1.0,4.0,1.0,1.0,5.0,1.0
9215,10.0,10.0,37.5,3.7,2.06,1.83,1.0,4.0,0.0,1.0,4.0,1.0
9216,5.0,6.0,38.0,3.2,-0.07,0.01,1.0,3.0,0.0,1.0,3.0,1.0
9217,4.0,4.0,28.5,3.2,-0.34,-0.48,1.0,4.0,0.0,1.0,3.0,1.0
9218,4.0,6.0,37.0,2.8,-0.32,0.19,1.0,4.0,1.0,1.0,3.0,1.0
9219,6.0,7.0,36.0,3.4,0.25,0.42,1.0,3.0,0.0,1.0,4.0,1.0
9220,1.0,1.0,30.5,2.9,-1.39,-1.5,1.0,4.0,1.0,1.0,5.0,1.0
9221,8.0,9.0,38.0,3.4,0.84,1.08,1.0,4.0,1.0,1.0,3.0,1.0
9222,6.0,7.0,41.0,3.4,0.24,0.4,2.0,3.0,0.0,1.0,4.0,1.0
9223,9.0,9.0,39.0,3.7,1.19,0.94,1.0,2.0,1.0,1.0,4.0,1.0
9224,9.0,7.0,30.0,3.1,0.97,0.37,1.0,1.0,1.0,0.0,5.0,1.0
9225,7.0,6.0,33.0,2.5,0.56,0.21,2.0,3.0,1.0,0.0,3.0,1.0
9226,4.0,5.0,40.0,3.3,-0.21,-0.11,1.0,5.0,1.0,1.0,3.0,1.0
9227,9.0,9.0,42.0,3.3,1.18,1.0,1.0,4.0,1.0,1.0,6.0,1.0
9228,9.0,9.0,46.0,3.5,1.3,0.9,1.0,3.0,1.0,1.0,4.0,1.0
9229,1.0,3.0,34.5,2.6,-1.13,-0.78,1.0,4.0,1.0,1.0,2.0,1.0
9230,9.0,10.0,36.0,3.1,1.02,1.59,1.0,3.0,1.0,1.0,5.0,1.0
9231,2.0,7.0,37.0,3.0,-0.94,0.43,2.0,3.0,0.0,1.0,3.0,1.0
9232,10.0,10.0,40.0,4.0,1.52,1.7,1.0,4.0,0.0,1.0,4.0,1.0
9233,10.0,9.0,32.0,3.9,1.31,1.21,1.0,4.0,0.0,1.0,3.0,1.0
9234,7.0,6.0,32.0,3.1,0.36,0.04,1.0,4.0,1.0,1.0,3.0,0.0
9235,4.0,5.0,40.0,3.7,-0.19,0.0,1.0,3.0,1.0,1.0,4.0,1.0
9236,2.0,3.0,25.5,2.6,-1.01,-0.8,2.0,4.0,0.0,1.0,3.0,1.0
9237,9.0,8.0,36.0,2.9,0.92,0.83,1.0,3.0,1.0,1.0,3.0,1.0
9238,2.0,2.0,38.0,2.5,-0.76,-1.21,1.0,3.0,0.0,0.0,4.0,1.0
9239,4.0,3.0,39.0,3.2,-0.29,-0.7,1.0,5.0,0.0,1.0,3.0,1.0
9240,4.0,3.0,38.0,3.2,-0.2,-0.7,1.0,4.0,0.0,1.0,3.0,1.0
9241,6.0,6.0,34.0,2.8,0.1,0.13,1.0,3.0,1.0,1.0,3.0,1.0
9242,10.0,10.0,41.0,3.8,1.66,1.61,1.0,3.0,1.0,1.0,4.0,1.0
9243,2.0,3.0,28.0,3.1,-0.91,-0.75,1.0,4.0,0.0,1.0,4.0,1.0
9244,10.0,6.0,35.0,3.4,1.47,0.07,1.0,3.0,1.0,1.0,3.0,1.0
9245,4.0,2.0,31.0,3.1,-0.41,-1.15,1.0,3.0,1.0,1.0,3.0,1.0
9246,2.0,2.0,40.0,3.3,-0.81,-1.3,1.0,5.0,1.0,1.0,3.0,1.0
9247,8.0,6.0,31.0,2.9,0.7,0.05,1.0,3.0,0.0,1.0,2.0,1.0
9248,10.0,10.0,48.0,3.9,2.02,2.52,1.0,3.0,0.0,1.0,3.0,1.0
9249,7.0,6.0,35.0,2.4,0.37,0.03,1.0,2.0,1.0,1.0,4.0,1.0
9250,10.0,9.0,45.0,2.9,1.35,1.27,1.0,2.0,1.0,1.0,4.0,1.0
9251,8.0,5.0,31.0,3.1,0.56,-0.17,1.0,3.0,1.0,1.0,2.0,1.0
9252,3.0,5.0,44.0,3.9,-0.66,-0.08,1.0,4.0,0.0,1.0,6.0,1.0
9253,5.0,4.0,45.0,3.9,-0.18,-0.32,1.0,3.0,1.0,1.0,5.0,0.0
9254,6.0,7.0,33.0,3.5,0.3,0.39,1.0,3.0,1.0,1.0,3.0,1.0
9255,4.0,1.0,35.0,2.8,-0.4,-1.9,1.0,4.0,0.0,1.0,2.0,0.0
9256,7.0,7.0,38.0,3.0,0.48,0.31,1.0,4.0,1.0,1.0,4.0,1.0
9257,4.0,3.0,46.0,2.5,-0.27,-0.76,1.0,2.0,1.0,1.0,4.0,1.0
9258,8.0,8.0,41.0,3.4,0.73,0.61,1.0,5.0,0.0,1.0,5.0,1.0
9259,10.0,10.0,35.5,3.3,2.11,3.07,2.0,2.0,0.0,1.0,5.0,1.0
9260,9.0,9.0,36.0,2.7,1.12,0.89,1.0,4.0,1.0,1.0,4.0,1.0
9261,10.0,10.0,31.0,3.3,1.34,1.38,1.0,3.0,0.0,1.0,2.0,1.0
9262,5.0,5.0,39.0,3.3,0.01,-0.17,1.0,4.0,0.0,1.0,4.0,1.0
9263,7.0,7.0,28.5,3.9,0.48,0.39,1.0,3.0,0.0,1.0,3.0,1.0
9264,7.0,3.0,35.0,3.2,0.33,-0.65,1.0,4.0,0.0,1.0,3.0,1.0
9265,4.0,3.0,33.0,3.4,-0.24,-0.87,1.0,3.0,1.0,1.0,3.0,1.0
9266,8.0,8.0,29.0,2.3,0.72,0.54,1.0,4.0,1.0,1.0,1.0,1.0
9267,7.0,9.0,35.0,2.7,0.34,1.09,1.0,3.0,0.0,1.0,2.0,1.0
9268,10.0,10.0,43.0,3.4,1.31,1.44,1.0,3.0,1.0,1.0,4.0,1.0
9269,3.0,5.0,38.0,2.7,-0.56,-0.27,1.0,4.0,1.0,1.0,1.0,0.0
9270,6.0,2.0,35.0,2.8,0.08,-1.16,2.0,3.0,1.0,1.0,3.0,1.0
9271,4.0,5.0,33.0,3.3,-0.2,-0.05,1.0,4.0,0.0,1.0,3.0,1.0
9272,1.0,1.0,27.0,4.0,-2.12,-2.23,1.0,2.0,1.0,0.0,5.0,0.0
9273,9.0,8.0,36.0,3.2,0.96,0.77,1.0,3.0,0.0,1.0,2.0,0.0
9274,6.0,7.0,32.0,3.4,0.23,0.41,1.0,2.0,0.0,1.0,1.0,1.0
9275,7.0,8.0,28.0,3.4,0.49,0.65,1.0,4.0,0.0,1.0,2.0,1.0
9276,1.0,3.0,39.0,3.0,-1.43,-0.76,1.0,3.0,1.0,1.0,3.0,1.0
9277,10.0,8.0,47.0,2.8,1.32,0.77,1.0,4.0,1.0,1.0,3.0,1.0
9278,5.0,7.0,35.0,3.4,-0.08,0.49,2.0,4.0,0.0,1.0,3.0,1.0
9279,9.0,10.0,34.0,3.7,1.29,1.41,1.0,2.0,0.0,1.0,4.0,1.0
9280,5.0,3.0,35.0,3.4,-0.08,-0.66,1.0,3.0,1.0,1.0,3.0,1.0
9281,3.0,4.0,37.0,3.3,-0.73,-0.53,1.0,2.0,1.0,1.0,4.0,1.0
9282,9.0,9.0,37.0,3.3,1.1,1.0,1.0,4.0,0.0,1.0,4.0,1.0
9283,1.0,2.0,38.0,2.5,-1.81,-1.3,1.0,4.0,1.0,0.0,4.0,1.0
9284,8.0,9.0,34.0,3.1,0.75,1.33,1.0,4.0,1.0,1.0,2.0,1.0
9285,5.0,5.0,39.0,3.8,-0.11,-0.11,1.0,3.0,1.0,1.0,4.0,1.0
9286,2.0,1.0,33.0,3.6,-1.17,-1.37,1.0,5.0,0.0,1.0,6.0,1.0
9287,5.0,5.0,38.0,3.3,0.06,-0.17,1.0,4.0,1.0,1.0,4.0,1.0
9288,4.0,4.0,32.0,3.4,-0.36,-0.31,1.0,2.0,0.0,1.0,5.0,1.0
9289,6.0,5.0,45.0,2.9,0.31,-0.08,1.0,5.0,1.0,1.0,4.0,1.0
9290,8.0,4.0,30.0,2.6,0.7,-0.49,1.0,5.0,1.0,1.0,3.0,1.0
9291,10.0,10.0,36.0,3.4,2.21,2.11,1.0,4.0,1.0,1.0,3.0,1.0
9292,5.0,4.0,30.0,3.5,-0.09,-0.35,2.0,3.0,0.0,1.0,4.0,1.0
9293,2.0,2.0,35.0,3.0,-0.72,-1.08,1.0,4.0,1.0,1.0,3.0,0.0
9294,2.0,1.0,32.0,3.0,-0.94,-1.8,1.0,3.0,1.0,1.0,2.0,0.0
9295,2.0,6.0,36.0,3.8,-0.93,0.13,1.0,2.0,1.0,1.0,4.0,1.0
9296,4.0,5.0,42.0,2.9,-0.18,-0.08,1.0,4.0,1.0,1.0,4.0,1.0
9297,5.0,6.0,33.0,3.4,-0.11,0.03,1.0,4.0,1.0,1.0,3.0,1.0
9298,7.0,8.0,37.0,3.1,0.43,0.85,1.0,3.0,1.0,1.0,5.0,1.0
9299,7.0,9.0,34.0,3.1,0.49,0.87,1.0,4.0,1.0,1.0,2.0,1.0
9300,6.0,5.0,44.0,3.1,0.19,-0.12,1.0,4.0,1.0,1.0,4.0,1.0
9301,9.0,8.0,45.0,3.1,1.01,0.76,2.0,3.0,1.0,1.0,4.0,1.0
9302,7.0,8.0,35.0,3.4,0.56,0.83,1.0,4.0,0.0,1.0,3.0,1.0
9303,9.0,7.0,40.0,3.9,0.94,0.53,1.0,3.0,0.0,1.0,4.0,1.0
9304,2.0,1.0,36.0,3.2,-1.09,-1.45,1.0,4.0,1.0,1.0,4.0,1.0
9305,6.0,5.0,36.0,3.4,0.22,-0.08,1.0,4.0,1.0,1.0,3.0,1.0
9306,5.0,3.0,39.0,3.2,-0.07,-0.65,1.0,3.0,1.0,1.0,3.0,1.0
9307,4.0,4.0,46.0,3.5,-0.39,-0.44,1.0,4.0,1.0,1.0,5.0,1.0
9308,7.0,7.0,43.0,3.7,0.55,0.3,1.0,3.0,0.0,1.0,6.0,1.0
9309,5.0,7.0,32.0,3.6,-0.03,0.38,1.0,5.0,0.0,1.0,5.0,1.0
9310,1.0,1.0,33.5,3.2,-1.4,-1.79,1.0,3.0,1.0,1.0,4.0,1.0
9311,4.0,2.0,44.0,3.2,-0.36,-0.93,1.0,2.0,1.0,1.0,4.0,0.0
9312,5.0,3.0,34.0,2.7,0.01,-0.75,2.0,2.0,1.0,1.0,3.0,1.0
9313,8.0,6.0,33.5,2.7,0.63,0.14,1.0,3.0,1.0,1.0,4.0,1.0
9314,1.0,3.0,37.0,2.1,-2.04,-0.61,1.0,2.0,1.0,1.0,5.0,0.0
9315,6.0,5.0,36.0,3.9,0.29,-0.12,1.0,3.0,0.0,1.0,4.0,1.0
9316,6.0,6.0,35.0,2.9,0.25,0.02,1.0,4.0,1.0,1.0,4.0,1.0
9317,10.0,10.0,38.0,3.8,1.52,1.35,1.0,3.0,1.0,1.0,4.0,1.0
9318,8.0,6.0,41.0,3.2,0.76,0.04,1.0,4.0,0.0,1.0,4.0,1.0
9319,6.0,5.0,34.0,3.3,0.2,-0.04,1.0,3.0,0.0,1.0,3.0,1.0
9320,8.0,8.0,35.0,3.2,0.75,0.76,1.0,4.0,1.0,1.0,2.0,1.0
9321,1.0,1.0,40.0,2.7,-1.74,-1.88,1.0,4.0,1.0,1.0,6.0,1.0
9322,10.0,8.0,33.0,3.0,1.37,0.6,1.0,3.0,1.0,1.0,3.0,1.0
9323,7.0,9.0,40.0,3.0,0.47,1.01,2.0,4.0,1.0,1.0,3.0,1.0
9324,4.0,5.0,35.0,2.9,-0.22,-0.05,2.0,1.0,1.0,1.0,5.0,1.0
9325,6.0,6.0,42.0,3.4,0.16,0.15,1.0,5.0,0.0,1.0,5.0,1.0
9326,5.0,2.0,28.0,3.3,0.01,-0.89,1.0,4.0,1.0,1.0,4.0,0.0
9327,1.0,1.0,29.0,3.1,-1.55,-1.54,1.0,3.0,1.0,0.0,4.0,0.0
9328,7.0,6.0,23.0,2.6,0.48,0.07,1.0,1.0,0.0,0.0,3.0,1.0
9329,10.0,10.0,30.0,3.5,1.39,1.46,1.0,3.0,1.0,1.0,3.0,1.0
