inputId TrueClass PredictedClass SensitiveAttr SetName
28410 0 0 0 train
28411 0 0 0 train
28412 0 0 1 train
28413 0 0 1 train
28414 1 1 1 train
28415 0 0 0 train
28416 1 1 1 train
28417 1 0 1 train
28418 1 0 1 train
28419 0 0 0 train
28420 0 0 1 train
28421 1 1 1 train
28422 1 1 1 train
28423 0 0 0 train
28424 0 0 0 train
28425 1 1 1 train
28426 1 1 0 train
28427 1 0 1 train
28428 0 0 1 train
28429 0 0 1 train
28430 1 0 0 train
28431 0 0 1 train
28432 1 1 1 train
28433 0 0 0 train
28434 1 0 1 train
28435 0 0 0 train
28436 1 0 1 train
28437 0 0 1 train
28438 0 0 1 train
28439 1 1 0 train
28440 0 0 1 train
28441 0 0 1 train
28442 1 0 1 train
28443 0 0 1 train
28444 0 0 1 train
28445 0 0 1 train
28446 0 0 1 train
28447 0 0 1 train
28448 0 0 1 train
28449 1 0 1 train
28450 0 0 0 train
28451 0 1 1 train
28452 1 1 1 train
28453 0 0 1 train
28454 1 1 1 train
28455 0 0 0 train
28456 1 0 1 train
28457 0 0 1 train
28458 1 0 1 train
28459 0 0 0 train
28460 0 0 1 train
28461 1 0 1 train
28462 1 1 1 train
28463 0 0 0 train
28464 0 0 1 train
28465 0 1 1 train
28466 1 1 1 train
28467 0 0 0 train
28468 1 0 1 train
28469 0 0 0 train
28470 0 0 1 train
28471 1 1 1 train
28472 0 0 0 train
28473 0 0 0 train
28474 1 1 1 train
28475 1 1 1 train
28476 1 1 1 train
28477 0 0 1 train
28478 1 0 1 train
28479 0 0 0 train
28480 0 0 1 train
28481 1 0 1 train
28482 1 1 1 train
28483 0 0 0 train
28484 1 1 1 train
28485 0 0 0 train
28486 0 1 1 train
28487 1 0 1 train
28488 0 0 1 train
28489 1 1 1 train
28490 1 0 1 train
28491 0 0 1 train
28492 0 0 0 train
28493 1 1 1 train
28494 0 0 0 train
28495 0 0 1 train
28496 0 1 1 train
28497 0 0 1 train
28498 0 0 0 train
28499 0 0 1 train
28500 0 0 0 train
28501 1 1 1 train
28502 0 0 1 train
28503 0 1 1 train
28504 0 0 0 train
28505 0 0 0 train
28506 1 1 1 train
28507 0 1 1 train
28508 0 0 1 train
28509 1 0 1 train
28510 0 1 0 train
28511 0 0 0 train
28512 0 0 1 train
28513 0 1 1 train
28514 1 1 1 train
28515 1 0 1 train
28516 0 0 1 train
28517 0 1 0 train
28518 0 0 0 train
28519 1 0 1 train
28520 0 0 0 train
28521 0 0 1 train
28522 0 1 1 train
28523 0 0 1 train
28524 0 0 1 train
28525 1 0 1 train
28526 1 1 1 train
28527 0 0 1 train
28528 0 0 1 train
28529 0 0 0 train
28530 1 0 1 train
28531 0 0 0 train
28532 0 0 1 train
28533 0 0 1 train
28534 0 0 0 train
28535 0 0 1 train
28536 0 1 1 train
28537 0 0 1 train
28538 0 0 0 train
28539 0 0 1 train
28540 0 0 0 train
28541 1 1 1 train
28542 1 0 1 train
28543 0 0 1 train
28544 0 0 0 train
28545 0 0 1 train
28546 1 0 1 train
28547 0 0 1 train
28548 0 0 0 train
28549 0 1 1 train
28550 0 0 1 train
28551 1 0 0 train
28552 0 0 0 train
28553 1 1 0 train
28554 0 0 1 train
28555 0 0 0 train
28556 0 0 0 train
28557 0 0 1 train
28558 0 0 1 train
28559 1 0 0 train
28560 1 1 1 train
28561 0 0 1 train
28562 1 1 1 train
28563 0 0 0 train
28564 0 0 1 train
28565 0 0 1 train
28566 0 0 1 train
28567 0 1 1 train
28568 1 1 1 train
28569 0 0 1 train
28570 0 0 0 train
28571 0 0 1 train
28572 0 1 1 train
28573 0 0 0 train
28574 0 0 1 train
28575 0 0 1 train
28576 0 0 1 train
28577 0 0 0 train
28578 0 0 0 train
28579 1 1 1 train
28580 0 0 1 train
28581 0 0 0 train
28582 0 0 0 train
28583 0 0 0 train
28584 0 0 1 train
28585 0 0 1 train
28586 1 1 1 train
28587 0 0 1 train
28588 1 0 1 train
28589 0 0 1 train
28590 1 1 1 train
28591 0 0 1 train
28592 0 0 1 train
28593 1 1 1 train
28594 0 1 1 train
28595 1 1 0 train
28596 0 0 1 train
28597 0 0 0 train
28598 1 0 1 train
28599 1 1 1 train
28600 0 1 1 train
28601 0 0 0 train
28602 1 0 1 train
28603 0 0 1 train
28604 0 0 0 train
28605 0 0 1 train
28606 0 0 0 train
28607 1 0 0 train
28608 1 0 1 train
28609 0 0 0 train
28610 1 0 1 train
28611 1 1 1 train
28612 1 1 1 train
28613 0 0 1 train
28614 0 0 0 train
28615 0 0 0 train
28616 0 0 1 train
28617 1 1 1 train
28618 1 1 0 train
28619 1 0 1 train
28620 0 0 0 train
28621 0 0 1 train
28622 1 1 1 train
28623 0 0 1 train
28624 0 0 0 train
28625 0 0 1 train
28626 0 0 1 train
28627 0 0 0 train
28628 1 1 1 train
28629 0 1 1 train
28630 0 1 1 train
28631 0 0 0 train
28632 0 0 0 train
28633 0 0 1 train
28634 0 0 1 train
28635 0 0 1 train
28636 0 0 0 train
28637 0 0 1 train
28638 1 0 1 train
28639 0 0 0 train
28640 1 1 1 train
28641 1 1 1 train
28642 0 0 1 train
28643 0 0 1 train
28644 0 1 1 train
28645 1 0 1 train
28646 1 0 0 train
28647 0 0 0 train
28648 0 0 1 train
28649 0 0 1 train
28650 0 1 1 train
28651 0 0 0 train
28652 0 0 1 train
28653 0 0 0 train
28654 0 0 0 train
28655 0 1 1 train
28656 0 0 1 train
28657 0 0 1 train
28658 0 0 1 train
28659 0 0 1 train
28660 0 1 1 train
28661 0 0 0 train
28662 0 0 0 train
28663 0 0 0 train
28664 1 1 1 train
28665 0 0 0 train
28666 1 1 1 train
28667 1 1 1 train
28668 0 1 1 train
28669 0 0 0 train
28670 0 0 1 train
28671 0 0 1 train
28672 0 0 1 train
28673 0 0 1 train
28674 0 0 1 train
28675 0 0 1 train
28676 0 1 1 train
28677 0 0 1 train
28678 1 1 1 train
28679 0 0 0 train
28680 0 0 0 train
28681 1 1 1 train
28682 0 0 1 train
28683 0 0 1 train
28684 0 0 1 train
28685 1 0 1 train
28686 0 0 1 train
28687 0 0 0 train
28688 0 0 0 train
28689 0 1 1 train
28690 0 0 0 train
28691 0 0 1 train
28692 1 0 1 train
28693 0 1 1 train
28694 0 0 1 train
28695 1 1 1 train
28696 0 0 1 train
28697 1 1 1 train
28698 0 0 0 train
28699 0 0 1 train
28700 0 1 1 train
28701 0 0 0 train
28702 0 0 1 train
28703 0 0 1 train
28704 0 0 1 train
28705 1 1 1 train
28706 0 0 1 train
28707 0 0 0 train
28708 0 0 0 train
28709 0 0 1 train
28710 1 0 1 train
28711 0 0 1 train
28712 0 0 1 train
28713 1 1 1 train
28714 0 0 1 train
28715 0 0 1 train
28716 0 0 0 train
28717 0 0 0 train
28718 0 0 1 train
28719 1 0 1 train
28720 0 0 0 train
28721 1 1 1 train
28722 0 0 1 train
28723 0 0 0 train
28724 0 0 1 train
28725 0 1 1 train
28726 0 0 0 train
28727 1 1 1 train
28728 0 0 0 train
28729 0 0 1 train
28730 0 0 0 train
28731 0 0 1 train
28732 0 0 0 train
28733 0 1 1 train
28734 0 0 0 train
28735 1 1 1 train
28736 0 0 1 train
28737 1 0 1 train
28738 0 0 1 train
28739 0 0 1 train
28740 0 0 1 train
28741 1 1 1 train
28742 1 1 1 train
28743 1 0 1 train
28744 0 0 1 train
28745 0 1 1 train
28746 0 0 1 train
28747 0 0 0 train
28748 0 0 1 train
28749 0 0 1 train
28750 1 0 1 train
28751 0 0 1 train
28752 0 0 0 train
28753 1 0 1 train
28754 0 0 1 train
28755 0 0 1 train
28756 0 0 1 train
28757 0 0 0 train
28758 0 0 1 train
28759 0 0 1 train
28760 0 0 1 train
28761 0 0 1 train
28762 0 0 0 train
28763 0 0 1 train
28764 0 0 0 train
28765 0 0 1 train
28766 1 0 1 train
28767 0 0 1 train
28768 0 0 1 train
28769 0 0 1 train
28770 0 0 0 train
28771 1 1 0 train
28772 0 0 0 train
28773 1 1 1 train
28774 0 0 0 train
28775 0 0 1 train
28776 0 0 1 train
28777 0 0 1 train
28778 0 0 1 train
28779 0 0 0 train
28780 0 0 1 train
28781 0 0 1 train
28782 1 1 1 train
28783 1 1 1 train
28784 0 0 1 train
28785 1 0 0 train
28786 0 0 0 train
28787 1 0 1 train
28788 0 0 1 train
28789 0 1 1 train
28790 0 0 1 train
28791 1 0 1 train
28792 0 0 0 train
28793 0 0 0 train
28794 0 0 1 train
28795 0 0 1 train
28796 1 0 1 train
28797 0 1 1 train
28798 0 0 1 train
28799 0 0 0 train
28800 0 0 1 train
28801 0 0 1 train
28802 1 0 1 train
28803 0 0 0 train
28804 0 0 1 train
28805 0 0 0 train
28806 1 1 1 train
28807 0 0 1 train
28808 1 1 1 train
28809 0 0 1 train
28810 0 0 0 train
28811 0 1 1 train
28812 0 0 1 train
28813 0 0 0 train
28814 0 0 1 train
28815 0 0 1 train
28816 1 1 1 train
28817 0 0 1 train
28818 0 1 1 train
28819 0 1 1 train
28820 1 1 1 train
28821 0 0 1 train
28822 0 0 0 train
28823 0 0 0 train
28824 0 0 1 train
28825 0 0 1 train
28826 0 0 1 train
28827 0 0 0 train
28828 1 0 1 train
28829 0 0 1 train
28830 0 0 1 train
28831 0 0 1 train
28832 1 1 1 train
28833 0 0 1 train
28834 0 0 1 train
28835 0 0 1 train
28836 0 0 1 train
28837 0 0 1 train
28838 1 0 1 train
28839 0 0 1 train
28840 1 0 1 train
28841 0 0 1 train
28842 0 0 0 train
28843 0 0 1 train
28844 1 0 1 train
28845 0 0 1 train
28846 0 0 0 train
28847 0 0 0 train
28848 1 1 1 train
28849 0 0 0 train
28850 0 0 1 train
28851 0 0 1 train
28852 0 0 0 train
28853 0 0 1 train
28854 0 0 1 train
28855 0 0 1 train
28856 1 0 1 train
28857 0 0 1 train
28858 0 0 1 train
28859 0 0 0 train
28860 0 0 0 train
28861 1 1 1 train
28862 0 0 1 train
28863 0 0 0 train
28864 0 0 1 train
28865 0 0 0 train
28866 1 1 1 train
28867 0 0 0 train
28868 0 0 1 train
28869 0 0 1 train
28870 0 0 1 train
28871 0 0 0 train
28872 0 0 0 train
28873 0 0 0 train
28874 0 0 0 train
28875 0 0 0 train
28876 0 1 0 train
28877 0 0 0 train
28878 1 1 1 train
28879 0 0 0 train
28880 0 1 1 train
28881 0 0 0 train
28882 0 0 1 train
28883 1 1 0 train
28884 0 0 0 train
28885 1 1 1 train
28886 0 0 1 train
28887 0 0 1 train
28888 0 0 0 train
28889 1 1 1 train
28890 0 0 1 train
28891 0 0 0 train
28892 0 0 1 train
28893 0 0 0 train
28894 0 0 0 train
28895 1 0 1 train
28896 0 0 0 train
28897 0 0 0 train
28898 0 0 0 train
28899 0 0 0 train
28900 0 0 1 train
28901 0 0 1 train
28902 1 1 1 train
28903 0 0 1 train
28904 0 0 0 train
28905 0 0 0 train
28906 0 0 1 train
28907 0 0 1 train
28908 0 0 1 train
28909 1 0 1 train
28910 0 0 1 train
28911 0 0 1 train
28912 0 0 1 train
28913 1 0 1 train
28914 1 0 1 train
28915 0 0 1 train
28916 0 1 0 train
28917 1 0 1 train
28918 0 0 0 train
28919 0 0 1 train
28920 0 0 0 train
28921 1 0 1 train
28922 0 0 1 train
28923 0 0 1 train
28924 1 1 1 train
28925 0 0 0 train
28926 0 0 0 train
28927 0 0 1 train
28928 0 0 1 train
28929 0 0 1 train
28930 1 1 1 train
28931 0 0 0 train
28932 0 0 1 train
28933 1 1 1 train
28934 0 1 1 train
28935 1 1 1 train
28936 1 1 0 train
28937 0 0 1 train
28938 0 0 1 train
28939 1 0 1 train
28940 0 0 0 train
28941 1 0 1 train
28942 1 1 1 train
28943 1 1 1 train
28944 0 0 1 train
28945 1 1 1 train
28946 0 0 0 train
28947 0 0 0 train
28948 1 1 1 train
28949 0 0 1 train
28950 0 0 1 train
28951 0 0 0 train
28952 0 0 1 train
28953 1 1 1 train
28954 0 0 1 train
28955 0 0 0 train
28956 0 0 0 train
28957 0 0 0 train
28958 0 0 0 train
28959 0 0 1 train
28960 0 0 1 train
28961 1 0 1 train
28962 0 0 1 train
28963 0 0 1 train
28964 0 0 1 train
28965 0 1 0 train
28966 1 1 1 train
28967 0 0 0 train
28968 0 0 0 train
28969 1 1 1 train
28970 0 0 0 train
28971 0 0 1 train
28972 0 1 1 train
28973 0 0 1 train
28974 1 0 1 train
28975 1 0 1 train
28976 0 0 1 train
28977 0 0 0 train
28978 0 0 0 train
28979 0 0 1 train
28980 0 0 1 train
28981 0 1 1 train
28982 0 0 1 train
28983 1 0 1 train
28984 0 0 1 train
28985 0 0 1 train
28986 0 0 1 train
28987 0 0 0 train
28988 0 0 1 train
28989 0 0 1 train
28990 0 0 0 train
28991 0 0 1 train
28992 0 0 0 train
28993 0 0 1 train
28994 0 0 1 train
28995 0 1 1 train
28996 0 0 0 train
28997 0 0 1 train
28998 0 0 1 train
28999 1 1 1 train
29000 1 0 0 train
29001 0 1 1 train
29002 0 0 0 train
29003 1 1 1 train
29004 1 0 1 train
29005 0 0 1 train
29006 0 0 0 train
29007 1 0 1 train
29008 1 1 1 train
29009 0 0 0 train
29010 0 0 1 train
29011 0 0 1 train
29012 0 0 0 train
29013 0 0 1 train
29014 0 0 0 train
29015 0 0 0 train
29016 0 0 0 train
29017 0 1 1 train
29018 0 0 0 train
29019 1 0 0 train
29020 0 1 1 train
29021 0 1 1 train
29022 0 0 1 train
29023 0 0 0 train
29024 1 0 1 train
29025 0 0 1 train
29026 0 0 0 train
29027 0 0 0 train
29028 0 0 1 train
29029 0 0 0 train
29030 0 0 1 train
29031 0 0 0 train
29032 1 0 1 train
29033 0 0 0 train
29034 0 0 1 train
29035 0 0 1 train
29036 0 0 1 train
29037 1 0 1 train
29038 0 0 1 train
29039 0 0 0 train
29040 0 0 1 train
29041 0 0 1 train
29042 1 1 0 train
29043 0 0 1 train
29044 0 0 0 train
29045 0 0 1 train
29046 0 0 0 train
29047 0 0 1 train
29048 1 0 1 train
29049 1 1 1 train
29050 1 1 1 train
29051 0 0 0 train
29052 1 1 1 train
29053 0 0 0 train
29054 0 0 0 train
29055 0 0 0 train
29056 1 1 1 train
29057 0 0 1 train
29058 0 0 1 train
29059 1 1 1 train
29060 0 0 1 train
29061 0 0 0 train
29062 1 0 1 train
29063 1 1 1 train
29064 0 0 0 train
29065 0 0 1 train
29066 0 0 0 train
29067 0 0 1 train
29068 0 0 0 train
29069 1 1 1 train
29070 0 0 0 train
29071 1 0 1 train
29072 1 1 0 train
29073 0 0 1 train
29074 0 0 0 train
29075 0 0 1 train
29076 0 0 1 train
29077 0 0 1 train
29078 0 0 1 train
29079 0 0 1 train
29080 1 0 0 train
29081 1 1 1 train
29082 1 1 1 train
29083 1 1 1 train
29084 0 0 0 train
29085 0 0 0 train
29086 0 0 1 train
29087 0 0 0 train
29088 1 1 1 train
29089 0 0 1 train
29090 0 0 0 train
29091 0 0 1 train
29092 1 1 1 train
29093 0 0 0 train
29094 1 0 1 train
29095 0 0 1 train
29096 0 0 0 train
29097 1 1 1 train
29098 0 0 1 train
29099 0 0 0 train
29100 0 0 0 train
29101 0 0 0 train
29102 1 0 1 train
29103 1 1 0 train
29104 0 0 0 train
29105 0 0 1 train
29106 0 0 0 train
29107 1 1 1 train
29108 1 0 1 train
29109 0 0 1 train
29110 0 0 1 train
29111 0 0 1 train
29112 0 0 0 train
29113 1 1 1 train
29114 1 0 1 train
29115 0 0 1 train
29116 1 1 1 train
29117 0 0 0 train
29118 0 0 0 train
29119 1 1 1 train
29120 1 0 1 train
29121 0 0 0 train
29122 1 0 1 train
29123 0 0 1 train
29124 0 0 0 train
29125 1 1 1 train
29126 1 1 1 train
29127 1 1 1 train
29128 0 0 0 train
29129 0 1 1 train
29130 1 0 1 train
29131 0 0 1 train
29132 0 0 0 train
29133 0 0 1 train
29134 0 0 1 train
29135 0 0 1 train
29136 0 0 1 train
29137 0 0 0 train
29138 0 0 1 train
29139 0 0 1 train
29140 0 1 1 train
29141 0 0 1 train
29142 0 0 1 train
29143 0 0 0 train
29144 0 0 1 train
29145 0 0 1 train
29146 0 0 0 train
29147 0 0 0 train
29148 0 0 1 train
29149 0 0 0 train
29150 1 1 1 train
29151 1 0 1 train
29152 0 0 0 train
29153 0 0 0 train
29154 0 0 1 train
29155 0 0 1 train
29156 0 0 1 train
29157 0 0 1 train
29158 1 1 0 train
29159 0 0 1 train
29160 0 0 1 train
29161 0 0 1 train
29162 1 0 1 train
29163 1 0 0 train
29164 0 0 1 train
29165 0 0 0 train
29166 1 0 1 train
29167 0 0 1 train
29168 0 1 0 train
29169 0 0 0 train
29170 0 0 0 train
29171 1 1 1 train
29172 0 0 0 train
29173 0 0 0 train
29174 0 0 1 train
29175 0 0 1 train
29176 0 0 0 train
29177 1 1 0 train
29178 0 0 0 train
29179 0 1 0 train
29180 0 0 1 train
29181 0 0 1 train
29182 0 0 1 train
29183 0 1 1 train
29184 0 0 0 train
29185 0 0 1 train
29186 1 1 1 train
29187 0 1 1 train
29188 0 0 0 train
29189 0 0 0 train
29190 0 0 0 train
29191 0 0 0 train
29192 0 0 1 train
29193 0 0 1 train
29194 0 0 0 train
29195 0 0 1 train
29196 0 0 0 train
29197 0 1 1 train
29198 0 0 1 train
29199 0 0 0 train
29200 1 1 0 train
29201 1 1 1 train
29202 0 0 1 train
29203 0 0 1 train
29204 0 0 1 train
29205 1 1 0 train
29206 1 1 1 train
29207 1 1 1 train
29208 0 0 1 train
29209 0 0 0 train
29210 0 0 1 train
29211 0 0 0 train
29212 0 0 1 train
29213 0 0 1 train
29214 1 0 1 train
29215 0 0 1 train
29216 0 0 0 train
29217 1 0 0 train
29218 1 0 1 train
29219 0 0 0 train
29220 0 0 1 train
29221 1 0 1 train
29222 0 0 1 train
29223 0 0 0 train
29224 1 1 1 train
29225 1 1 1 train
29226 0 0 1 train
29227 0 0 0 train
29228 0 0 0 train
29229 0 0 0 train
29230 1 1 1 train
29231 0 1 1 train
29232 0 0 0 train
29233 0 0 0 train
29234 0 0 1 train
29235 0 0 0 train
29236 0 0 1 train
29237 0 0 0 train
29238 0 0 1 train
29239 0 0 0 train
29240 1 0 0 train
29241 0 0 1 train
29242 0 0 0 train
29243 1 1 0 train
29244 1 1 1 train
29245 0 0 0 train
29246 0 0 0 train
29247 0 0 1 train
29248 0 0 1 train
29249 0 1 1 train
29250 0 0 1 train
29251 0 0 1 train
29252 0 0 0 train
29253 0 0 1 train
29254 0 0 1 train
29255 0 0 1 train
29256 0 0 1 train
29257 0 0 0 train
29258 1 1 1 train
29259 0 0 1 train
29260 0 0 1 train
29261 0 0 1 train
29262 0 1 1 train
29263 0 0 0 train
29264 0 0 1 train
29265 0 0 0 train
29266 1 1 1 train
29267 1 0 1 train
29268 0 0 0 train
29269 0 0 0 train
29270 0 0 0 train
29271 0 0 1 train
29272 0 1 1 train
29273 0 0 1 train
29274 0 0 0 train
29275 0 0 1 train
29276 0 0 0 train
29277 0 1 1 train
29278 1 1 1 train
29279 1 0 1 train
29280 1 0 1 train
29281 0 1 1 train
29282 1 1 1 train
29283 0 0 0 train
29284 0 0 0 train
29285 0 0 1 train
29286 0 1 1 train
29287 0 0 0 train
29288 0 0 0 train
29289 0 0 0 train
29290 0 0 0 train
29291 0 0 1 train
29292 0 0 1 train
29293 1 0 1 train
29294 0 0 0 train
29295 0 0 0 train
29296 0 0 0 train
29297 0 0 0 train
29298 1 1 1 train
29299 0 0 1 train
29300 0 0 0 train
29301 0 0 0 train
29302 0 0 0 train
29303 1 1 0 train
29304 0 0 0 train
29305 1 1 1 train
29306 0 0 1 train
29307 0 0 1 train
29308 0 0 1 train
29309 1 1 1 train
29310 1 0 1 train
29311 0 0 1 train
29312 0 1 1 train
29313 0 0 0 train
29314 0 0 1 train
29315 1 1 1 train
29316 1 0 1 train
29317 0 0 0 train
29318 0 0 1 train
29319 0 0 0 train
29320 1 0 1 train
29321 0 0 0 train
29322 0 0 0 train
29323 0 0 1 train
29324 0 1 1 train
29325 1 1 0 train
29326 0 1 1 train
29327 0 0 0 train
29328 0 0 1 train
29329 0 0 0 train
29330 1 0 1 train
29331 0 0 1 train
29332 0 0 1 train
29333 1 0 0 train
29334 0 0 1 train
29335 0 0 1 train
29336 0 0 0 train
29337 1 1 1 train
29338 0 0 1 train
29339 0 0 1 train
29340 0 0 1 train
29341 0 0 0 train
29342 0 0 0 train
29343 1 1 1 train
29344 0 0 1 train
29345 0 0 0 train
29346 1 0 1 train
29347 0 0 1 train
29348 0 0 1 train
29349 1 0 1 train
29350 0 0 0 train
29351 1 0 1 train
29352 0 0 1 train
29353 0 1 1 train
29354 0 0 1 train
29355 1 1 1 train
29356 0 0 1 train
29357 0 0 0 train
29358 1 0 0 train
29359 0 1 1 train
29360 1 1 1 train
29361 1 0 1 train
29362 0 1 1 train
29363 0 0 1 train
29364 0 0 1 train
29365 1 0 1 train
29366 0 0 1 train
29367 0 1 1 train
29368 0 0 0 train
29369 0 0 1 train
29370 0 0 1 train
29371 1 0 1 train
29372 0 0 1 train
29373 1 1 1 train
29374 0 0 1 train
29375 1 1 0 train
29376 0 0 1 train
29377 1 1 1 train
29378 1 0 1 train
29379 0 0 1 train
29380 1 1 1 train
29381 1 1 0 train
29382 0 0 0 train
29383 0 0 0 train
29384 0 0 1 train
29385 1 1 1 train
29386 1 0 1 train
29387 0 0 0 train
29388 1 1 1 train
29389 1 0 1 train
29390 0 0 1 train
29391 1 1 1 train
29392 1 0 1 train
29393 0 0 1 train
29394 0 0 0 train
29395 1 1 1 train
29396 1 0 1 train
29397 0 0 0 train
29398 0 0 0 train
29399 0 0 0 train
29400 0 1 1 train
29401 0 0 0 train
29402 0 0 1 train
29403 0 0 1 train
29404 0 0 0 train
29405 0 1 1 train
29406 0 0 1 train
29407 0 0 1 train
29408 0 0 1 train
29409 0 0 1 train
29410 0 0 1 train
29411 1 0 1 train
29412 0 0 1 train
29413 1 0 1 train
29414 1 0 0 train
29415 0 0 0 train
29416 0 0 0 train
29417 1 1 1 train
29418 0 0 1 train
29419 0 0 1 train
29420 0 0 1 train
29421 0 0 1 train
29422 0 0 1 train
29423 0 0 0 train
29424 0 0 0 train
29425 0 0 0 train
29426 0 0 1 train
29427 0 0 1 train
29428 0 0 1 train
29429 0 0 0 train
29430 1 1 0 train
29431 1 0 1 train
29432 0 0 0 train
29433 1 1 1 train
29434 0 0 0 train
29435 0 0 0 train
29436 1 0 1 train
29437 0 0 1 train
29438 1 1 0 train
29439 1 0 1 train
29440 0 0 0 train
29441 0 0 1 train
29442 0 0 1 train
29443 0 0 1 train
29444 0 0 1 train
29445 1 1 1 train
29446 1 0 1 train
29447 0 0 0 train
29448 0 0 1 train
29449 0 0 1 train
29450 1 0 1 train
29451 1 0 1 train
29452 1 1 1 train
29453 1 0 1 train
29454 1 0 1 train
29455 1 0 0 train
29456 0 0 1 train
29457 0 0 1 train
29458 0 0 1 train
29459 0 0 1 train
29460 0 0 1 train
29461 1 1 1 train
29462 0 0 1 train
29463 0 0 1 train
29464 0 1 1 train
29465 0 0 1 train
29466 1 1 1 train
29467 1 1 0 train
29468 0 0 1 train
29469 0 1 1 train
29470 0 0 0 train
29471 0 0 0 train
29472 1 1 1 train
29473 0 1 1 train
29474 0 0 0 train
29475 0 0 0 train
29476 1 1 1 train
29477 0 0 0 train
29478 0 1 1 train
29479 0 0 1 train
29480 0 0 1 train
29481 1 1 1 train
29482 0 0 0 train
29483 1 1 1 train
29484 0 0 1 train
29485 1 1 1 train
29486 0 0 1 train
29487 0 0 1 train
29488 1 1 1 train
29489 0 0 1 train
29490 1 1 0 train
29491 1 0 0 train
29492 0 1 1 train
29493 1 0 1 train
29494 0 0 0 train
29495 0 0 1 train
29496 0 0 1 train
29497 1 0 1 train
29498 0 0 1 train
29499 0 0 0 train
29500 0 0 1 train
29501 0 0 1 train
29502 0 0 1 train
29503 0 0 0 train
29504 0 0 1 train
29505 0 0 1 train
29506 0 0 1 train
29507 1 1 1 train
29508 0 0 1 train
29509 0 1 1 train
29510 0 1 0 train
29511 1 1 1 train
29512 1 0 1 train
29513 0 0 0 train
29514 0 0 1 train
29515 0 0 1 train
29516 1 1 1 train
29517 0 0 1 train
29518 1 0 1 train
29519 0 0 1 train
29520 0 0 0 train
29521 0 0 1 train
29522 0 0 0 train
29523 0 0 1 train
29524 0 0 1 train
29525 0 0 1 train
29526 0 0 1 train
29527 0 0 0 train
29528 1 0 0 train
29529 0 0 1 train
29530 0 0 1 train
29531 1 0 1 train
29532 0 0 1 train
29533 0 0 1 train
29534 0 0 0 train
29535 0 0 0 train
29536 0 0 1 train
29537 1 0 1 train
29538 0 0 0 train
29539 1 0 1 train
29540 1 1 1 train
29541 0 1 1 train
29542 0 0 1 train
29543 0 1 1 train
29544 0 0 0 train
29545 0 0 1 train
29546 0 0 0 train
29547 1 0 1 train
29548 1 0 1 train
29549 0 0 0 train
29550 0 0 1 train
29551 1 0 0 train
29552 0 0 1 train
29553 0 0 0 train
29554 0 0 1 train
29555 0 0 0 train
29556 0 0 1 train
29557 1 1 1 train
29558 1 1 1 train
29559 0 0 0 train
29560 1 0 0 train
29561 0 0 1 train
29562 0 0 1 train
29563 0 0 0 train
29564 0 0 0 train
29565 1 0 1 train
29566 0 0 0 train
29567 0 0 0 train
29568 1 0 1 train
29569 1 1 0 train
29570 0 1 1 train
29571 0 0 1 train
29572 0 0 1 train
29573 0 0 1 train
29574 0 0 0 train
29575 0 0 0 train
29576 0 0 1 train
29577 0 0 0 train
29578 0 0 0 train
29579 0 0 1 train
29580 1 0 1 train
29581 0 0 0 train
29582 1 1 1 train
29583 0 0 1 train
29584 0 0 1 train
29585 0 0 1 train
29586 1 1 1 train
29587 0 0 1 train
29588 1 0 0 train
29589 0 0 1 train
29590 1 1 1 train
29591 1 1 1 train
29592 0 0 1 train
29593 0 0 0 train
29594 1 1 1 train
29595 1 1 1 train
29596 0 0 1 train
29597 1 0 1 train
29598 0 0 1 train
29599 0 0 1 train
29600 0 0 1 train
29601 0 0 1 train
29602 0 0 1 train
29603 0 0 1 train
29604 0 0 0 train
29605 1 1 1 train
29606 0 0 1 train
29607 0 0 1 train
29608 0 0 1 train
29609 1 1 1 train
29610 0 0 1 train
29611 0 0 0 train
29612 0 0 1 train
29613 0 0 0 train
29614 0 0 1 train
29615 1 1 1 train
29616 0 1 1 train
29617 0 0 1 train
29618 1 0 0 train
29619 1 1 1 train
29620 0 0 0 train
29621 1 0 1 train
29622 0 0 1 train
29623 0 0 1 train
29624 0 1 1 train
29625 0 0 1 train
29626 0 0 1 train
29627 0 0 0 train
29628 0 0 1 train
29629 1 0 1 train
29630 0 0 1 train
29631 0 0 1 train
29632 0 0 1 train
29633 0 0 1 train
29634 0 0 1 train
29635 0 0 0 train
29636 0 0 0 train
29637 0 0 1 train
29638 0 0 1 train
29639 0 0 1 train
29640 0 0 0 train
29641 0 1 1 train
29642 0 0 1 train
29643 0 0 1 train
29644 0 0 0 train
29645 0 0 1 train
29646 0 0 1 train
29647 0 0 0 train
29648 0 0 1 train
29649 0 0 1 train
29650 0 1 1 train
29651 0 0 0 train
29652 1 1 1 train
29653 0 0 0 train
29654 1 0 1 train
29655 1 0 1 train
29656 0 0 1 train
29657 0 1 1 train
29658 1 1 1 train
29659 1 1 1 train
29660 0 0 1 train
29661 1 1 1 train
29662 0 0 0 train
29663 0 0 0 train
29664 1 1 1 train
29665 0 0 1 train
29666 0 0 0 train
29667 0 0 0 train
29668 0 0 1 train
29669 1 1 1 train
29670 0 0 0 train
29671 0 0 1 train
29672 1 1 1 train
29673 0 0 1 train
29674 1 1 0 train
29675 1 0 0 train
29676 0 0 0 train
29677 1 1 1 train
29678 0 0 0 train
29679 0 0 1 train
